,ISBN,User-ID,Book-Rating
15788,0316666343,278633,9
15789,0316678104,8734,8
15790,0316678104,11676,7
15791,0316678104,13273,8
15792,0316678104,28731,8
15793,0316678104,35826,5
15794,0316678104,50225,10
15795,0316678104,57976,9
15796,0316678104,73331,10
15797,0316678104,95173,8
15798,0316678104,103304,10
15799,0316678104,130961,10
15800,0316678104,160401,8
15801,0316678104,162780,10
15802,0316678104,168388,9
15803,0316678104,173860,10
15804,0316678104,174304,7
15805,0316678104,189855,8
15806,0316678104,207148,10
15807,0316678104,209174,9
15808,0316678104,239584,9
15809,0316678104,242299,7
15810,0316678104,251744,7
15811,0316678104,254299,9
15812,0316678104,263325,6
15813,0316690619,11676,10
15814,0316690619,15144,3
15815,0316690619,20971,8
15816,0316690619,31315,10
15817,0316690619,41084,7
15818,0316690619,51207,10
15819,0316690619,53174,2
15820,0316690619,55490,4
15821,0316690619,62272,5
15822,0316690619,69180,4
15823,0316690619,77052,8
15824,0316690619,81672,8
15825,0316690619,98574,9
15826,0316690619,114304,8
15827,0316690619,114368,5
15828,0316690619,119575,5
15829,0316690619,140358,5
15830,0316690619,151104,7
15831,0316690619,160574,7
15832,0316690619,163570,9
15833,0316690619,174848,7
15834,0316690619,178522,8
15835,0316690619,195965,9
15836,0316690619,196886,8
15837,0316690619,207782,2
15838,0316690619,218608,9
15839,0316690619,222220,3
15840,0316690619,230687,9
15841,0316690619,245814,7
15842,0316690619,246634,8
15843,0316693006,638,10
15844,0316693006,11676,10
15845,0316693006,13273,5
15846,0316693006,23771,7
15847,0316693006,25601,6
15848,0316693006,31315,10
15849,0316693006,45418,10
15850,0316693006,47128,9
15851,0316693006,48743,9
15852,0316693006,48929,10
15853,0316693006,49771,10
15854,0316693006,51365,9
15855,0316693006,79977,5
15856,0316693006,80266,9
15857,0316693006,83383,7
15858,0316693006,84795,10
15859,0316693006,87141,9
15860,0316693006,88738,9
15861,0316693006,91875,8
15862,0316693006,95316,7
15863,0316693006,98391,9
15864,0316693006,112408,10
15865,0316693006,114368,5
15866,0316693006,125519,9
15867,0316693006,130474,10
15868,0316693006,130581,9
15869,0316693006,138578,9
15870,0316693006,140410,10
15871,0316693006,144953,9
15872,0316693006,145369,8
15873,0316693006,146386,9
15874,0316693006,147688,8
15875,0316693006,164492,7
15876,0316693006,166391,10
15877,0316693006,167587,8
15878,0316693006,179718,10
15879,0316693006,198557,10
15880,0316693006,201674,8
15881,0316693006,216670,7
15882,0316693006,221445,8
15883,0316693006,229681,8
15884,0316693006,233543,8
15885,0316693006,234165,8
15886,0316693006,241980,10
15887,0316693006,250543,10
15888,0316693006,253226,8
15889,0316693006,267256,9
15890,0316693006,276231,6
15891,0316693200,638,9
15892,0316693200,5815,9
15893,0316693200,11676,7
15894,0316693200,14667,10
15895,0316693200,27617,5
15896,0316693200,31315,10
15897,0316693200,35859,7
15898,0316693200,40415,5
15899,0316693200,46417,8
15900,0316693200,53174,8
15901,0316693200,66640,9
15902,0316693200,67288,7
15903,0316693200,81848,7
15904,0316693200,87155,9
15905,0316693200,93630,9
15906,0316693200,98391,9
15907,0316693200,114368,7
15908,0316693200,115692,7
15909,0316693200,125519,9
15910,0316693200,128915,10
15911,0316693200,130474,8
15912,0316693200,130571,5
15913,0316693200,138578,10
15914,0316693200,149069,10
15915,0316693200,158295,6
15916,0316693200,160401,5
15917,0316693200,162639,7
15918,0316693200,174892,8
15919,0316693200,178079,10
15920,0316693200,178522,5
15921,0316693200,179019,4
15922,0316693200,185071,6
15923,0316693200,185634,9
15924,0316693200,186837,8
15925,0316693200,192428,7
15926,0316693200,201674,7
15927,0316693200,207616,8
15928,0316693200,216495,10
15929,0316693200,225087,10
15930,0316693200,225763,8
15931,0316693200,241565,5
15932,0316693200,244420,10
15933,0316693200,250398,7
15934,0316693200,261829,8
15935,0316693200,277523,10
15936,0316693235,5476,5
15937,0316693235,7158,5
15938,0316693235,11676,5
15939,0316693235,16795,9
15940,0316693235,26782,9
15941,0316693235,31315,10
15942,0316693235,35859,8
15943,0316693235,51071,7
15944,0316693235,72183,6
15945,0316693235,81848,8
15946,0316693235,93453,9
15947,0316693235,95359,7
15948,0316693235,105937,8
15949,0316693235,110912,9
15950,0316693235,114368,5
15951,0316693235,130581,10
15952,0316693235,145369,9
15953,0316693235,147839,7
15954,0316693235,158295,6
15955,0316693235,166391,9
15956,0316693235,173486,8
15957,0316693235,174892,9
15958,0316693235,177569,9
15959,0316693235,178522,5
15960,0316693235,182117,10
15961,0316693235,188696,10
15962,0316693235,199416,5
15963,0316693235,201674,7
15964,0316693235,207616,8
15965,0316693235,223714,8
15966,0316693235,225810,6
15967,0316693235,242646,10
15968,0316693235,251164,8
15969,0316693235,253226,8
15970,0316693235,260944,9
15971,0316693235,264947,4
15972,0316693235,266268,7
15973,0316693235,269244,5
15974,0316693235,273197,8
15975,0316693251,5815,10
15976,0316693251,8234,10
15977,0316693251,11676,10
15978,0316693251,16795,9
15979,0316693251,31315,10
15980,0316693251,44663,7
15981,0316693251,50130,5
15982,0316693251,53304,7
15983,0316693251,54622,8
15984,0316693251,62542,8
15985,0316693251,62895,8
15986,0316693251,91017,9
15987,0316693251,110317,7
15988,0316693251,110912,8
15989,0316693251,114368,5
15990,0316693251,116816,9
15991,0316693251,130581,10
15992,0316693251,138578,9
15993,0316693251,140358,5
15994,0316693251,145369,9
15995,0316693251,149069,10
15996,0316693251,160574,8
15997,0316693251,161467,9
15998,0316693251,166391,9
15999,0316693251,174892,8
16000,0316693251,178522,9
16001,0316693251,200674,10
16002,0316693251,217318,5
16003,0316693251,223154,6
16004,0316693251,239692,8
16005,0316693251,266268,5
16006,0316693251,268451,10
16007,0316693286,4197,4
16008,0316693286,11676,9
16009,0316693286,28647,8
16010,0316693286,44663,8
16011,0316693286,54622,8
16012,0316693286,62542,9
16013,0316693286,98574,9
16014,0316693286,99648,8
16015,0316693286,119575,5
16016,0316693286,125519,8
16017,0316693286,130581,9
16018,0316693286,144707,7
16019,0316693286,145369,9
16020,0316693286,149069,10
16021,0316693286,160574,8
16022,0316693286,161467,8
16023,0316693286,163676,7
16024,0316693286,178522,8
16025,0316693286,195965,9
16026,0316693286,272395,8
16027,0316693294,11676,10
16028,0316693294,48929,8
16029,0316693294,51207,10
16030,0316693294,55490,10
16031,0316693294,61798,7
16032,0316693294,65663,8
16033,0316693294,95359,8
16034,0316693294,105058,8
16035,0316693294,112408,10
16036,0316693294,120696,8
16037,0316693294,130581,9
16038,0316693294,137134,7
16039,0316693294,144555,7
16040,0316693294,145369,5
16041,0316693294,156726,9
16042,0316693294,158295,7
16043,0316693294,158714,7
16044,0316693294,166123,8
16045,0316693294,167556,9
16046,0316693294,178522,9
16047,0316693294,192245,7
16048,0316693294,194205,8
16049,0316693294,218552,7
16050,0316693294,267033,9
16051,0316693324,6563,5
16052,0316693324,11676,10
16053,0316693324,31315,10
16054,0316693324,33200,9
16055,0316693324,41084,8
16056,0316693324,48975,6
16057,0316693324,55655,7
16058,0316693324,62272,8
16059,0316693324,66878,9
16060,0316693324,76151,10
16061,0316693324,161467,7
16062,0316693324,177590,8
16063,0316693324,178522,8
16064,0316693324,192245,4
16065,0316693324,221445,7
16066,0316693324,251843,5
16067,0316693642,55493,8
16068,0316693642,79366,9
16069,0316693642,113752,10
16070,0316693642,160574,7
16071,0316693642,167587,7
16072,0316693642,178522,9
16073,0316693642,179688,5
16074,0316693715,51350,10
16075,0316693715,52002,7
16076,0316693715,93421,7
16077,0316693715,130581,9
16078,0316693715,161467,8
16079,0316693715,178522,5
16080,0316693715,199416,5
16081,0316693715,245827,10
16082,0316693715,250506,7
16083,0316710571,5499,10
16084,0316710571,7158,10
16085,0316710571,11676,8
16086,0316710571,24921,8
16087,0316710571,37989,8
16088,0316710571,51350,8
16089,0316710571,51450,10
16090,0316710571,85993,10
16091,0316710571,98391,9
16092,0316710571,115692,8
16093,0316710571,145619,9
16094,0316710571,148898,10
16095,0316710571,171007,10
16096,0316710571,223501,6
16097,0316710571,264031,6
16098,0316710571,268540,10
16099,0316734837,11676,10
16100,0316734837,14422,8
16101,0316734837,33818,6
16102,0316734837,33999,9
16103,0316734837,43842,7
16104,0316734837,72238,6
16105,0316734837,107850,5
16106,0316734837,110973,9
16107,0316734837,113259,9
16108,0316734837,151122,6
16109,0316734837,154345,7
16110,0316734837,183046,6
16111,0316734837,188273,10
16112,0316734837,193769,9
16113,0316734837,198331,7
16114,0316734837,210587,9
16115,0316734837,240568,10
16116,0316734837,245328,8
16117,0316734837,273063,8
16118,0316735027,14667,9
16119,0316735027,36609,6
16120,0316735027,36749,9
16121,0316735027,60244,7
16122,0316735027,75081,10
16123,0316735027,77809,7
16124,0316735027,80820,10
16125,0316735027,98391,9
16126,0316735027,149204,7
16127,0316735027,160571,10
16128,0316735027,162639,8
16129,0316735027,169735,8
16130,0316735027,170861,10
16131,0316735027,198114,8
16132,0316735027,210587,10
16133,0316735027,218182,6
16134,0316735027,223787,9
16135,0316735736,10607,8
16136,0316735736,29209,9
16137,0316735736,54968,7
16138,0316735736,57105,10
16139,0316735736,77860,6
16140,0316735736,100088,8
16141,0316735736,100459,7
16142,0316735736,130258,9
16143,0316735736,177375,7
16144,0316735736,188273,10
16145,0316735736,190521,7
16146,0316735736,204457,8
16147,0316735736,224809,9
16148,0316735736,253964,5
16149,0316769487,638,10
16150,0316769487,7651,3
16151,0316769487,7841,7
16152,0316769487,8801,8
16153,0316769487,13850,9
16154,0316769487,13995,9
16155,0316769487,14456,8
16156,0316769487,16795,8
16157,0316769487,17183,6
16158,0316769487,17950,9
16159,0316769487,18067,3
16160,0316769487,20605,10
16161,0316769487,21229,7
16162,0316769487,22521,2
16163,0316769487,22625,10
16164,0316769487,24427,3
16165,0316769487,28591,10
16166,0316769487,29570,10
16167,0316769487,31556,5
16168,0316769487,33422,5
16169,0316769487,36003,10
16170,0316769487,36715,8
16171,0316769487,36978,9
16172,0316769487,37400,6
16173,0316769487,37538,9
16174,0316769487,37644,6
16175,0316769487,46145,10
16176,0316769487,46862,8
16177,0316769487,50681,3
16178,0316769487,52811,9
16179,0316769487,56856,9
16180,0316769487,59150,8
16181,0316769487,60244,7
16182,0316769487,60517,8
16183,0316769487,61854,6
16184,0316769487,62172,6
16185,0316769487,62464,10
16186,0316769487,64111,9
16187,0316769487,66487,9
16188,0316769487,67487,2
16189,0316769487,68128,5
16190,0316769487,70666,9
16191,0316769487,71712,7
16192,0316769487,74286,7
16193,0316769487,75330,5
16194,0316769487,75819,2
16195,0316769487,78834,10
16196,0316769487,79215,10
16197,0316769487,81121,10
16198,0316769487,81434,8
16199,0316769487,83971,10
16200,0316769487,88122,10
16201,0316769487,90793,8
16202,0316769487,92861,10
16203,0316769487,94263,10
16204,0316769487,95359,8
16205,0316769487,96357,9
16206,0316769487,98344,10
16207,0316769487,98440,7
16208,0316769487,100053,8
16209,0316769487,101336,4
16210,0316769487,102262,9
16211,0316769487,104113,10
16212,0316769487,104759,7
16213,0316769487,108352,10
16214,0316769487,109779,9
16215,0316769487,112512,9
16216,0316769487,112559,3
16217,0316769487,113030,9
16218,0316769487,121170,8
16219,0316769487,123143,3
16220,0316769487,123298,7
16221,0316769487,123936,7
16222,0316769487,124874,10
16223,0316769487,125203,8
16224,0316769487,126053,10
16225,0316769487,129716,9
16226,0316769487,136491,10
16227,0316769487,139287,9
16228,0316769487,140036,1
16229,0316769487,141511,1
16230,0316769487,142623,8
16231,0316769487,143302,10
16232,0316769487,150979,7
16233,0316769487,153513,10
16234,0316769487,155014,8
16235,0316769487,158254,8
16236,0316769487,161476,7
16237,0316769487,162376,9
16238,0316769487,163488,10
16239,0316769487,168954,5
16240,0316769487,171968,9
16241,0316769487,172760,5
16242,0316769487,173679,9
16243,0316769487,173773,10
16244,0316769487,174304,10
16245,0316769487,174503,8
16246,0316769487,174914,10
16247,0316769487,177432,6
16248,0316769487,178056,6
16249,0316769487,180925,6
16250,0316769487,180958,7
16251,0316769487,182459,10
16252,0316769487,184904,5
16253,0316769487,185140,10
16254,0316769487,186570,2
16255,0316769487,189080,4
16256,0316769487,191126,9
16257,0316769487,196053,7
16258,0316769487,197828,5
16259,0316769487,198840,10
16260,0316769487,200226,8
16261,0316769487,201526,8
16262,0316769487,201724,5
16263,0316769487,204864,10
16264,0316769487,204978,10
16265,0316769487,206944,7
16266,0316769487,208815,8
16267,0316769487,211303,3
16268,0316769487,211426,10
16269,0316769487,211919,7
16270,0316769487,215829,9
16271,0316769487,217012,9
16272,0316769487,219209,5
16273,0316769487,219683,1
16274,0316769487,220278,10
16275,0316769487,221732,8
16276,0316769487,225989,5
16277,0316769487,226616,9
16278,0316769487,227282,9
16279,0316769487,228021,10
16280,0316769487,229741,8
16281,0316769487,231263,6
16282,0316769487,237534,9
16283,0316769487,239486,9
16284,0316769487,240567,9
16285,0316769487,240643,8
16286,0316769487,242309,9
16287,0316769487,244286,7
16288,0316769487,244359,7
16289,0316769487,244517,8
16290,0316769487,245295,10
16291,0316769487,247855,9
16292,0316769487,248477,9
16293,0316769487,251164,8
16294,0316769487,255078,9
16295,0316769487,257145,8
16296,0316769487,257700,2
16297,0316769487,268300,9
16298,0316769487,268657,6
16299,0316769487,270605,7
16300,0316769487,271176,10
16301,0316769487,271448,7
16302,0316769487,271800,5
16303,0316769487,272202,9
16304,0316769487,273976,6
16305,0316769487,275520,9
16306,0316769487,276165,10
16307,0316769487,276167,9
16308,0316769495,59209,8
16309,0316769495,76499,10
16310,0316769495,87555,7
16311,0316769495,104113,10
16312,0316769495,110110,9
16313,0316769495,116758,8
16314,0316769495,125736,10
16315,0316769495,203910,7
16316,0316769495,209516,6
16317,0316769495,244171,9
16318,0316769495,248479,6
16319,0316769495,266865,9
16320,0316769495,270605,5
16321,0316769495,273976,1
16322,0316769509,14521,10
16323,0316769509,30081,8
16324,0316769509,42914,8
16325,0316769509,62558,7
16326,0316769509,76499,10
16327,0316769509,104113,10
16328,0316769509,115435,7
16329,0316769509,134434,6
16330,0316769509,142680,7
16331,0316769509,146348,10
16332,0316769509,164323,8
16333,0316769509,192093,9
16334,0316769509,216386,7
16335,0316769509,244171,10
16336,0316769509,252820,7
16337,0316769509,253563,10
16338,0316769509,268300,10
16339,0316776963,243,9
16340,0316776963,638,10
16341,0316776963,1261,8
16342,0316776963,6575,8
16343,0316776963,10314,7
16344,0316776963,11676,8
16345,0316776963,15602,10
16346,0316776963,15845,5
16347,0316776963,17003,7
16348,0316776963,19571,8
16349,0316776963,21462,8
16350,0316776963,21618,10
16351,0316776963,36141,5
16352,0316776963,40505,3
16353,0316776963,43698,8
16354,0316776963,43910,7
16355,0316776963,44837,7
16356,0316776963,49460,9
16357,0316776963,56272,9
16358,0316776963,56447,7
16359,0316776963,56959,10
16360,0316776963,59971,7
16361,0316776963,61759,10
16362,0316776963,64846,10
16363,0316776963,65238,8
16364,0316776963,65487,6
16365,0316776963,68128,8
16366,0316776963,68256,10
16367,0316776963,69378,9
16368,0316776963,78834,10
16369,0316776963,80071,8
16370,0316776963,80683,10
16371,0316776963,82407,8
16372,0316776963,88793,9
16373,0316776963,89602,8
16374,0316776963,91058,10
16375,0316776963,91425,9
16376,0316776963,94347,6
16377,0316776963,94730,6
16378,0316776963,95173,8
16379,0316776963,95932,8
16380,0316776963,96970,7
16381,0316776963,96989,9
16382,0316776963,97694,10
16383,0316776963,98758,8
16384,0316776963,98787,9
16385,0316776963,100460,6
16386,0316776963,104268,9
16387,0316776963,111174,10
16388,0316776963,117873,7
16389,0316776963,118533,10
16390,0316776963,121170,8
16391,0316776963,123460,7
16392,0316776963,123981,10
16393,0316776963,125216,7
16394,0316776963,125287,10
16395,0316776963,128434,10
16396,0316776963,138777,5
16397,0316776963,139387,10
16398,0316776963,145543,10
16399,0316776963,146348,10
16400,0316776963,147451,7
16401,0316776963,147678,10
16402,0316776963,149231,7
16403,0316776963,155580,8
16404,0316776963,158774,9
16405,0316776963,166758,7
16406,0316776963,169824,9
16407,0316776963,171445,9
16408,0316776963,174726,9
16409,0316776963,177284,10
16410,0316776963,177295,10
16411,0316776963,181687,5
16412,0316776963,182969,10
16413,0316776963,190479,8
16414,0316776963,193499,9
16415,0316776963,193612,10
16416,0316776963,194699,9
16417,0316776963,196099,4
16418,0316776963,205197,6
16419,0316776963,210597,9
16420,0316776963,210627,5
16421,0316776963,213119,7
16422,0316776963,213126,8
16423,0316776963,218411,10
16424,0316776963,218568,9
16425,0316776963,218636,7
16426,0316776963,220688,10
16427,0316776963,222716,7
16428,0316776963,224159,6
16429,0316776963,227836,10
16430,0316776963,229741,9
16431,0316776963,232959,8
16432,0316776963,232990,8
16433,0316776963,235282,8
16434,0316776963,239584,9
16435,0316776963,240370,4
16436,0316776963,242083,7
16437,0316776963,244277,6
16438,0316776963,246388,8
16439,0316776963,247840,10
16440,0316776963,248477,9
16441,0316776963,256603,9
16442,0316776963,259066,9
16443,0316776963,261829,1
16444,0316776963,262940,9
16445,0316776963,264321,6
16446,0316776963,268622,7
16447,0316776963,270713,7
16448,0316776963,277427,8
16449,0316777722,5903,7
16450,0316777722,6575,9
16451,0316777722,8245,8
16452,0316777722,11601,4
16453,0316777722,11676,10
16454,0316777722,15408,7
16455,0316777722,21364,8
16456,0316777722,25409,10
16457,0316777722,49422,9
16458,0316777722,63956,9
16459,0316777722,67547,6
16460,0316777722,75081,5
16461,0316777722,100906,10
16462,0316777722,107333,9
16463,0316777722,110934,8
16464,0316777722,113475,5
16465,0316777722,129716,10
16466,0316777722,135170,3
16467,0316777722,138844,9
16468,0316777722,141876,10
16469,0316777722,143968,10
16470,0316777722,149661,8
16471,0316777722,167436,8
16472,0316777722,178797,6
16473,0316777722,189973,4
16474,0316777722,200213,8
16475,0316777722,205285,7
16476,0316777722,215006,10
16477,0316777722,222220,9
16478,0316777722,225810,6
16479,0316777722,237748,8
16480,0316777722,243814,8
16481,0316777722,246634,7
16482,0316777722,251844,5
16483,0316777722,267830,9
16484,0316777722,269719,8
16485,0316777730,805,7
16486,0316777730,1903,10
16487,0316777730,18176,8
16488,0316777730,23699,8
16489,0316777730,34752,3
16490,0316777730,43910,9
16491,0316777730,49422,8
16492,0316777730,49460,9
16493,0316777730,56215,9
16494,0316777730,59612,7
16495,0316777730,70541,8
16496,0316777730,78834,6
16497,0316777730,88793,9
16498,0316777730,92156,8
16499,0316777730,114988,7
16500,0316777730,115435,9
16501,0316777730,117700,9
16502,0316777730,135149,7
16503,0316777730,139586,8
16504,0316777730,142121,7
16505,0316777730,142623,8
16506,0316777730,146348,10
16507,0316777730,148632,7
16508,0316777730,160571,8
16509,0316777730,170493,5
16510,0316777730,173679,10
16511,0316777730,179885,10
16512,0316777730,189855,9
16513,0316777730,192244,10
16514,0316777730,205867,7
16515,0316777730,211176,10
16516,0316777730,220688,10
16517,0316777730,222220,9
16518,0316777730,223238,8
16519,0316777730,229741,8
16520,0316777730,235282,9
16521,0316777730,239554,8
16522,0316777730,240318,8
16523,0316777730,242083,7
16524,0316777730,243065,10
16525,0316777730,243328,9
16526,0316777730,244171,9
16527,0316777730,246216,7
16528,0316777730,256874,10
16529,0316777730,260183,7
16530,0316777730,262974,5
16531,0316779059,2033,10
16532,0316779059,49980,10
16533,0316779059,69078,8
16534,0316779059,76637,9
16535,0316779059,100459,10
16536,0316779059,114988,9
16537,0316779059,205426,6
16538,0316779237,4157,10
16539,0316779237,8681,9
16540,0316779237,15408,9
16541,0316779237,21576,9
16542,0316779237,25409,10
16543,0316779237,64436,7
16544,0316779237,75149,3
16545,0316779237,75591,8
16546,0316779237,89057,10
16547,0316779237,93047,9
16548,0316779237,94347,7
16549,0316779237,97754,5
16550,0316779237,110934,9
16551,0316779237,126604,9
16552,0316779237,129851,10
16553,0316779237,139070,8
16554,0316779237,155141,2
16555,0316779237,192244,10
16556,0316779237,211176,10
16557,0316779237,222220,8
16558,0316779237,250184,6
16559,0316779237,251423,9
16560,0316779237,253629,5
16561,0316779237,258534,7
16562,0316779423,638,10
16563,0316779423,6575,5
16564,0316779423,17667,7
16565,0316779423,21618,8
16566,0316779423,35704,10
16567,0316779423,39281,9
16568,0316779423,42902,9
16569,0316779423,44893,7
16570,0316779423,49422,7
16571,0316779423,55075,7
16572,0316779423,69684,7
16573,0316779423,71853,9
16574,0316779423,87141,8
16575,0316779423,88793,6
16576,0316779423,91428,9
16577,0316779423,114988,6
16578,0316779423,120828,9
16579,0316779423,139586,7
16580,0316779423,143715,4
16581,0316779423,144255,8
16582,0316779423,151824,9
16583,0316779423,155913,7
16584,0316779423,174625,10
16585,0316779423,175536,5
16586,0316779423,222296,10
16587,0316779423,228021,5
16588,0316779423,257492,9
16589,0316779423,263842,8
16590,0316779423,269011,5
16591,0316779423,273063,8
16592,0316779490,638,9
16593,0316779490,8454,8
16594,0316779490,11676,10
16595,0316779490,15408,9
16596,0316779490,33422,5
16597,0316779490,35704,8
16598,0316779490,51364,5
16599,0316779490,57599,10
16600,0316779490,82825,9
16601,0316779490,86408,8
16602,0316779490,87555,9
16603,0316779490,106131,10
16604,0316779490,166758,7
16605,0316779490,196077,9
16606,0316779490,223530,6
16607,0316779490,247055,3
16608,0316779490,266865,8
16609,0316779490,269340,9
16610,0316779989,57234,6
16611,0316779989,108950,9
16612,0316779989,113475,5
16613,0316779989,141710,5
16614,0316779989,243930,9
16615,0316779989,267830,8
16616,0316780375,8454,8
16617,0316780375,8937,6
16618,0316780375,11676,7
16619,0316780375,23652,6
16620,0316780375,29855,7
16621,0316780375,31315,8
16622,0316780375,51526,5
16623,0316780375,57269,6
16624,0316780375,60244,8
16625,0316780375,67591,8
16626,0316780375,75591,8
16627,0316780375,79172,8
16628,0316780375,85554,7
16629,0316780375,95316,8
16630,0316780375,95932,9
16631,0316780375,110382,7
16632,0316780375,124874,9
16633,0316780375,127131,9
16634,0316780375,129368,8
16635,0316780375,129716,7
16636,0316780375,141309,6
16637,0316780375,141710,6
16638,0316780375,142524,8
16639,0316780375,162780,8
16640,0316780375,165345,10
16641,0316780375,166330,8
16642,0316780375,172203,10
16643,0316780375,173860,6
16644,0316780375,175287,7
16645,0316780375,176916,4
16646,0316780375,188273,10
16647,0316780375,204457,9
16648,0316780375,217818,8
16649,0316780375,224997,5
16650,0316780375,236757,6
16651,0316780375,251164,8
16652,0316780375,256407,9
16653,0316780375,258482,7
16654,0316780375,267297,6
16655,0316780375,270554,8
16656,0316780812,5476,10
16657,0316780812,11676,8
16658,0316780812,14667,9
16659,0316780812,16795,9
16660,0316780812,19503,8
16661,0316780812,75491,9
16662,0316780812,98391,9
16663,0316780812,108158,8
16664,0316780812,113270,10
16665,0316780812,118101,7
16666,0316780812,121170,7
16667,0316780812,126072,6
16668,0316780812,127049,8
16669,0316780812,130961,10
16670,0316780812,151122,6
16671,0316780812,162780,8
16672,0316780812,173860,8
16673,0316780812,192191,8
16674,0316780812,193470,6
16675,0316780812,193769,8
16676,0316780812,200196,9
16677,0316780812,210717,9
16678,0316780812,230522,9
16679,0316780812,275476,8
16680,0316781010,10314,7
16681,0316781010,14422,8
16682,0316781010,21014,10
16683,0316781010,29855,7
16684,0316781010,32087,7
16685,0316781010,46907,9
16686,0316781010,48929,10
16687,0316781010,90417,9
16688,0316781010,93421,7
16689,0316781010,102967,6
16690,0316781010,116535,8
16691,0316781010,126196,7
16692,0316781010,135149,7
16693,0316781010,136193,5
16694,0316781010,166327,9
16695,0316781010,175271,7
16696,0316781010,185147,6
16697,0316781010,193458,7
16698,0316781010,196085,6
16699,0316781010,209974,7
16700,0316781010,224809,10
16701,0316781010,236757,6
16702,0316781010,240568,10
16703,0316781010,242106,10
16704,0316781010,244420,7
16705,0316781010,246820,10
16706,0316781010,251843,10
16707,0316781010,252848,9
16708,0316781010,253964,9
16709,0316781010,255489,7
16710,0316781010,264300,5
16711,0316781142,11224,5
16712,0316781142,11676,9
16713,0316781142,14422,7
16714,0316781142,16795,9
16715,0316781142,21014,6
16716,0316781142,22625,8
16717,0316781142,27956,2
16718,0316781142,28619,10
16719,0316781142,53174,9
16720,0316781142,55751,5
16721,0316781142,60583,9
16722,0316781142,61211,7
16723,0316781142,70415,3
16724,0316781142,88389,8
16725,0316781142,98391,9
16726,0316781142,111637,3
16727,0316781142,135149,7
16728,0316781142,141876,7
16729,0316781142,144516,5
16730,0316781142,145737,10
16731,0316781142,145959,5
16732,0316781142,147839,8
16733,0316781142,149934,8
16734,0316781142,155580,9
16735,0316781142,164775,7
16736,0316781142,166327,7
16737,0316781142,167800,8
16738,0316781142,168245,6
16739,0316781142,173860,9
16740,0316781142,184310,7
16741,0316781142,184424,7
16742,0316781142,201923,3
16743,0316781142,209156,8
16744,0316781142,218430,8
16745,0316781142,223402,8
16746,0316781142,254777,8
16747,0316781142,259265,6
16748,0316781142,268239,5
16749,0316781266,8454,8
16750,0316781266,11676,5
16751,0316781266,12154,8
16752,0316781266,18250,8
16753,0316781266,29915,6
16754,0316781266,43246,6
16755,0316781266,54889,8
16756,0316781266,55789,6
16757,0316781266,56654,6
16758,0316781266,60858,7
16759,0316781266,62542,5
16760,0316781266,62862,8
16761,0316781266,87949,5
16762,0316781266,88793,8
16763,0316781266,109864,9
16764,0316781266,109901,9
16765,0316781266,112818,7
16766,0316781266,116904,6
16767,0316781266,121170,4
16768,0316781266,122793,9
16769,0316781266,124874,7
16770,0316781266,130157,5
16771,0316781266,132375,5
16772,0316781266,136104,7
16773,0316781266,139913,4
16774,0316781266,140000,10
16775,0316781266,141511,7
16776,0316781266,141901,6
16777,0316781266,142062,6
16778,0316781266,142680,7
16779,0316781266,147528,10
16780,0316781266,151104,9
16781,0316781266,160401,8
16782,0316781266,165308,7
16783,0316781266,170724,5
16784,0316781266,171096,7
16785,0316781266,175287,9
16786,0316781266,183952,7
16787,0316781266,194600,5
16788,0316781266,207616,6
16789,0316781266,209174,10
16790,0316781266,215988,5
16791,0316781266,223954,10
16792,0316781266,236757,4
16793,0316781266,244420,5
16794,0316781266,244676,5
16795,0316781266,248397,5
16796,0316781266,252698,6
16797,0316781266,253106,10
16798,0316781266,258275,7
16799,0316781266,264627,6
16800,0316781266,271195,2
16801,0316782262,5476,6
16802,0316782262,12784,6
16803,0316782262,21014,8
16804,0316782262,28619,10
16805,0316782262,48046,7
16806,0316782262,60244,8
16807,0316782262,97208,4
16808,0316782262,98391,8
16809,0316782262,100594,8
16810,0316782262,113270,9
16811,0316782262,119575,5
16812,0316782262,135149,8
16813,0316782262,155580,8
16814,0316782262,173860,5
16815,0316782262,201677,8
16816,0316782262,207616,6
16817,0316782262,219301,3
16818,0316782262,221655,7
16819,0316782262,223787,5
16820,0316782262,258534,8
16821,0316782505,11676,8
16822,0316782505,16795,8
16823,0316782505,24115,7
16824,0316782505,26521,7
16825,0316782505,28204,8
16826,0316782505,30533,8
16827,0316782505,30806,5
16828,0316782505,37311,8
16829,0316782505,39281,9
16830,0316782505,41455,8
16831,0316782505,43619,6
16832,0316782505,52584,8
16833,0316782505,62862,9
16834,0316782505,78448,7
16835,0316782505,79285,10
16836,0316782505,85256,7
16837,0316782505,100846,8
16838,0316782505,106331,5
16839,0316782505,118677,9
16840,0316782505,121170,6
16841,0316782505,136205,8
16842,0316782505,148590,8
16843,0316782505,151104,9
16844,0316782505,194600,7
16845,0316782505,195116,7
16846,0316782505,197206,8
16847,0316782505,200772,7
16848,0316782505,218286,8
16849,0316782505,229703,8
16850,0316782505,235146,10
16851,0316782505,240567,9
16852,0316782505,246528,7
16853,0316782505,249695,8
16854,0316782505,255489,7
16855,0316782505,262151,10
16856,0316782505,263325,8
16857,0316785261,23771,4
16858,0316785261,25966,9
16859,0316785261,46295,6
16860,0316785261,114279,9
16861,0316785261,121093,7
16862,0316785261,172048,5
16863,0316785261,204864,10
